timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-01-25T12:08:57,codecarbon,87eb19be-3c8c-4d46-bf74-090050cc7715,0.9187338352203368,3.503019929685421e-06,0.003812877892807,42.5,0.0,0.6919798851013185,1.0842791365252602e-05,0,1.72994577154384e-07,1.1015785942406986e-05,Netherlands,NLD,north holland,,,Linux-5.4.0-1098-azure-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,4.8975,52.3759,1.845279693603516,machine,N
2023-01-25T12:09:00,codecarbon,b860b10c-c259-40f2-bd3e-86a659fd230b,0.3299832344055176,1.258218981340753e-06,0.0038129785096733,42.5,0.0,0.6919798851013185,3.893397748470307e-06,0,6.32657148653948e-08,3.956663463335702e-06,Netherlands,NLD,north holland,,,Linux-5.4.0-1098-azure-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,4.8975,52.3759,1.845279693603516,machine,N
2023-01-25T12:09:02,codecarbon,531efafb-5169-45f6-b6c4-cde6c8fc6bcd,0.5718393325805664,2.18018502804824e-06,0.0038125831922222,42.5,0.0,0.6919798851013185,6.7462142970826894e-06,0,1.0971346407529837e-07,6.855927761157988e-06,Netherlands,NLD,north holland,,,Linux-5.4.0-1098-azure-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,4.8975,52.3759,1.845279693603516,machine,N
2023-01-25T12:09:05,codecarbon,02039276-7b18-4ee3-8395-99206ca30dc6,0.5548288822174072,2.115392598411449e-06,0.00381269372632,42.5,0.0,0.6919798851013185,6.545756757259369e-06,0,1.0642122516657085e-07,6.652177982425939e-06,Netherlands,NLD,north holland,,,Linux-5.4.0-1098-azure-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,4.8975,52.3759,1.845279693603516,machine,N
2023-01-25T12:09:07,codecarbon,8cc415ce-ee50-4d9c-b249-229d70cc1c53,0.2909755706787109,1.1094267363647096e-06,0.0038127830930168,42.5,0.0,0.6919798851013185,3.4329947498109607e-06,0,5.5768572090642025e-08,3.488763321901603e-06,Netherlands,NLD,north holland,,,Linux-5.4.0-1098-azure-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,4.8975,52.3759,1.845279693603516,machine,N
2023-01-25T12:09:10,codecarbon,2e5e4a16-a331-4bcf-b84b-e1e74ff1119d,0.5274624824523926,2.0102929793810294e-06,0.0038112530203747,42.5,0.0,0.6919798851013185,6.220612426598868e-06,0,1.010636091905326e-07,6.3216760357894e-06,Netherlands,NLD,north holland,,,Linux-5.4.0-1098-azure-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,4.8975,52.3759,1.845279693603516,machine,N
2023-01-25T12:09:12,codecarbon,618d2709-bbfc-4094-bda8-13f6ea83046f,0.5142292976379395,1.9607487401755204e-06,0.0038129852755998,42.5,0.0,0.6919798851013185,6.06723576784134e-06,0,9.864077359111437e-08,6.165876541432454e-06,Netherlands,NLD,north holland,,,Linux-5.4.0-1098-azure-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,4.8975,52.3759,1.845279693603516,machine,N
2023-01-25T12:09:15,codecarbon,b796296d-7b5c-4003-8299-655bb49e1ece,0.5342221260070801,2.037332880573715e-06,0.0038136437661264,42.5,0.0,0.6919798851013185,6.304283936818441e-06,0,1.0242323479701556e-07,6.4067071716154565e-06,Netherlands,NLD,north holland,,,Linux-5.4.0-1098-azure-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,4.8975,52.3759,1.845279693603516,machine,N
2023-01-25T12:10:45,codecarbon,6ce401bf-0ecc-421b-8124-bfb394bc2125,0.391312837600708,1.491826683160283e-06,0.0038123632546973,42.5,0.0,0.6919798851013185,4.616279403368632e-06,0,7.499947449389311e-08,4.691278877862525e-06,Netherlands,NLD,north holland,,,Linux-5.4.0-1098-azure-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,4.8975,52.3759,1.845279693603516,machine,N
2023-01-25T12:10:48,codecarbon,7336f9c1-22a8-4178-961f-11ec044ed1a5,0.5532689094543457,2.108417727152395e-06,0.003810837173612,42.5,0.0,0.6919798851013185,6.524289316601224e-06,0,1.0595510840630597e-07,6.63024442500753e-06,Netherlands,NLD,north holland,,,Linux-5.4.0-1098-azure-x86_64-with-glibc2.31,3.10.8,2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,4.8975,52.3759,1.845279693603516,machine,N
